match_id,team1,team2,venue,toss_winner,toss_decision,team1_score,team2_score,team1_wickets,team2_wickets,overs,match_type,team1_ranking,team2_ranking,team1_form,team2_form,winner
578,England,South Africa,Delhi,South Africa,bat,138,196,8,9,20,T20,6,6,4,3,South Africa
579,New Zealand,Australia,Delhi,New Zealand,bat,229,310,9,7,50,ODI,6,8,2,2,Australia
580,Afghanistan,England,Mumbai,England,field,176,197,5,8,20,T20,1,6,3,1,England
581,South Africa,Afghanistan,Cape Town,Afghanistan,field,126,137,8,6,20,T20,2,1,4,0,Afghanistan
582,Oman,Australia,London,Oman,bat,347,210,6,4,50,ODI,6,5,3,2,Oman
583,England,New Zealand,Mumbai,England,bat,127,154,10,4,20,T20,6,10,4,4,New Zealand
584,Oman,New Zealand,Mumbai,New Zealand,bat,172,193,6,3,20,T20,8,2,2,2,New Zealand
585,Afghanistan,South Africa,Cape Town,South Africa,bat,183,192,5,9,20,T20,10,10,3,2,South Africa
586,Oman,New Zealand,London,New Zealand,bat,283,324,9,9,50,ODI,3,4,2,3,New Zealand
587,Australia,India,Chennai,Australia,bat,186,192,9,9,20,T20,1,8,4,4,India
588,England,New Zealand,Sydney,New Zealand,field,328,281,8,4,50,ODI,5,10,4,4,England
589,Afghanistan,South Africa,London,Afghanistan,field,142,183,9,10,20,T20,8,6,1,1,South Africa
590,England,India,Mumbai,India,field,191,173,10,9,20,T20,5,7,4,1,England
591,South Africa,Oman,Mumbai,South Africa,bat,278,261,10,5,50,ODI,9,5,0,2,South Africa
592,India,Australia,Sydney,Australia,bat,179,167,8,7,20,T20,5,10,4,0,India
593,India,Afghanistan,Sydney,Afghanistan,field,237,228,6,10,50,ODI,3,5,0,0,India
594,India,England,Delhi,India,field,224,289,5,7,50,ODI,7,6,4,5,England
595,New Zealand,India,London,New Zealand,bat,286,284,10,4,50,ODI,2,2,4,0,New Zealand
596,England,Oman,Sydney,England,bat,312,220,7,6,50,ODI,10,3,2,2,England
597,England,Afghanistan,Auckland,Afghanistan,field,193,164,4,8,20,T20,3,4,1,1,England
598,New Zealand,Afghanistan,Muscat,Afghanistan,field,303,261,10,7,50,ODI,4,4,2,1,New Zealand
599,New Zealand,Australia,Dubai,Australia,field,262,300,7,3,50,ODI,1,10,0,5,Australia
600,Afghanistan,Oman,Auckland,Afghanistan,field,168,147,8,6,20,T20,3,2,1,0,Afghanistan
601,India,Oman,London,India,field,155,151,7,5,20,T20,5,10,1,0,India
602,Oman,Australia,Cape Town,Oman,field,221,343,6,7,50,ODI,9,2,0,0,Australia
603,Oman,South Africa,Muscat,Oman,field,153,167,5,7,20,T20,4,4,3,4,South Africa
604,Afghanistan,New Zealand,London,Afghanistan,field,330,293,6,3,50,ODI,10,2,3,4,Afghanistan
605,Oman,Australia,Mumbai,Oman,field,146,134,8,3,20,T20,9,1,1,5,Oman
606,India,Australia,Chennai,India,field,133,132,3,6,20,T20,3,6,3,0,India
607,New Zealand,South Africa,Delhi,South Africa,bat,223,203,9,8,50,ODI,5,1,1,3,New Zealand
608,Australia,India,Chennai,Australia,field,250,224,9,4,50,ODI,8,8,4,3,Australia
609,Oman,India,Mumbai,Oman,field,287,308,9,3,50,ODI,5,1,4,3,India
610,India,Afghanistan,Auckland,Afghanistan,bat,183,133,5,3,20,T20,10,7,3,3,India
611,England,Australia,Dubai,Australia,bat,337,323,6,8,50,ODI,5,8,3,0,England
612,Oman,Australia,Sydney,Oman,bat,182,126,7,10,20,T20,2,1,2,1,Oman
613,Oman,New Zealand,London,New Zealand,bat,206,309,5,8,50,ODI,6,3,3,5,New Zealand
614,Australia,Oman,Auckland,Australia,bat,150,185,4,10,20,T20,3,2,4,4,Oman
615,Australia,India,Delhi,India,bat,137,171,10,9,20,T20,9,9,3,4,India
616,New Zealand,Afghanistan,Mumbai,New Zealand,field,169,142,5,7,20,T20,4,1,4,0,New Zealand
617,England,India,Chennai,India,field,350,227,9,7,50,ODI,7,7,3,5,England
618,Australia,Afghanistan,Sydney,Afghanistan,field,169,194,6,10,20,T20,3,1,3,4,Afghanistan
619,Australia,South Africa,Cape Town,South Africa,bat,127,122,10,5,20,T20,7,2,4,2,Australia
620,Afghanistan,India,Chennai,India,field,197,164,8,9,20,T20,8,10,0,0,Afghanistan
621,India,New Zealand,Delhi,New Zealand,bat,162,127,7,8,20,T20,1,3,2,0,India
622,New Zealand,India,Auckland,New Zealand,bat,159,141,7,3,20,T20,5,3,0,5,New Zealand
623,Oman,England,Dubai,England,bat,178,178,9,6,20,T20,7,10,2,0,England
624,Oman,England,Chennai,Oman,field,130,126,10,7,20,T20,9,2,4,3,Oman
625,England,New Zealand,Chennai,England,field,167,197,8,4,20,T20,9,9,2,4,New Zealand
626,Oman,South Africa,Cape Town,South Africa,bat,125,128,10,9,20,T20,2,5,0,3,South Africa
627,New Zealand,England,London,New Zealand,bat,156,180,3,3,20,T20,2,10,4,2,England
628,India,Afghanistan,Muscat,Afghanistan,field,165,166,5,5,20,T20,5,2,2,1,Afghanistan
629,New Zealand,Australia,Dubai,New Zealand,field,200,195,8,7,20,T20,3,8,4,5,New Zealand
630,Afghanistan,England,Muscat,England,bat,226,256,4,6,50,ODI,4,2,4,2,England
631,Australia,England,Auckland,Australia,field,279,256,4,4,50,ODI,9,1,2,0,Australia
632,Oman,England,Delhi,England,bat,266,245,10,6,50,ODI,1,3,3,4,Oman
633,England,Oman,Sydney,England,field,134,195,3,8,20,T20,4,6,3,2,Oman
634,Afghanistan,India,Cape Town,Afghanistan,bat,194,170,6,8,20,T20,6,10,4,4,Afghanistan
635,South Africa,Afghanistan,Sydney,South Africa,field,144,155,5,9,20,T20,6,1,4,1,Afghanistan
636,Oman,India,Chennai,India,bat,327,290,5,10,50,ODI,4,9,4,3,Oman
637,Afghanistan,Australia,Cape Town,Afghanistan,bat,180,144,5,5,20,T20,4,2,4,2,Afghanistan
638,India,New Zealand,Delhi,India,bat,255,345,5,7,50,ODI,7,5,3,1,New Zealand
639,England,Oman,Auckland,Oman,field,184,129,6,5,20,T20,6,9,2,3,England
640,New Zealand,England,Dubai,England,field,178,194,3,3,20,T20,2,7,0,5,England
641,Afghanistan,New Zealand,Cape Town,Afghanistan,bat,337,203,9,6,50,ODI,7,7,4,1,Afghanistan
642,England,Australia,Delhi,England,bat,190,190,10,10,20,T20,10,8,3,1,Australia
643,Australia,England,Sydney,Australia,field,349,234,4,8,50,ODI,10,7,5,1,Australia
644,Australia,New Zealand,Cape Town,Australia,field,136,183,6,4,20,T20,7,7,5,1,New Zealand
645,Oman,South Africa,London,Oman,bat,149,195,9,8,20,T20,4,4,5,1,South Africa
646,New Zealand,South Africa,Muscat,New Zealand,field,189,142,6,3,20,T20,8,6,1,1,New Zealand
647,South Africa,Afghanistan,Cape Town,South Africa,field,177,161,9,6,20,T20,3,2,5,0,South Africa
648,India,New Zealand,Sydney,India,field,122,196,3,3,20,T20,8,10,4,0,New Zealand
649,South Africa,India,London,South Africa,field,147,199,6,4,20,T20,1,3,1,4,India
650,Australia,England,Auckland,Australia,bat,292,200,6,6,50,ODI,3,7,3,0,Australia
651,Afghanistan,Oman,Dubai,Oman,bat,186,187,5,8,20,T20,9,1,1,5,Oman
652,South Africa,Australia,Muscat,South Africa,field,140,144,4,7,20,T20,4,7,3,1,Australia
653,Afghanistan,England,Sydney,England,bat,326,214,10,4,50,ODI,5,8,3,3,Afghanistan
654,Oman,England,Mumbai,Oman,field,121,182,3,6,20,T20,9,4,4,2,England
655,South Africa,Afghanistan,Cape Town,Afghanistan,bat,255,332,5,9,50,ODI,1,9,4,0,Afghanistan
656,Australia,South Africa,Delhi,South Africa,bat,337,341,3,3,50,ODI,7,2,2,0,South Africa
657,Australia,England,Chennai,Australia,bat,330,310,8,4,50,ODI,1,6,5,5,Australia
658,India,New Zealand,Delhi,New Zealand,field,280,207,9,6,50,ODI,9,2,0,0,India
659,Oman,Australia,Dubai,Oman,bat,239,304,4,5,50,ODI,7,5,1,4,Australia
660,India,South Africa,Mumbai,South Africa,field,326,228,8,9,50,ODI,7,10,2,2,India
661,Oman,Australia,Mumbai,Australia,field,333,271,9,5,50,ODI,7,10,5,4,Oman
662,Australia,England,Mumbai,Australia,field,144,122,10,9,20,T20,8,4,3,1,Australia
663,Australia,New Zealand,London,New Zealand,field,286,261,3,4,50,ODI,4,2,3,5,Australia
664,England,India,Muscat,England,bat,249,200,7,7,50,ODI,6,4,3,1,England
665,South Africa,New Zealand,Chennai,New Zealand,field,141,182,9,8,20,T20,5,6,1,0,New Zealand
666,England,New Zealand,Dubai,England,field,342,284,4,8,50,ODI,1,1,2,3,England
667,Afghanistan,Oman,Chennai,Oman,bat,160,192,3,9,20,T20,5,5,2,2,Oman
668,South Africa,Afghanistan,Mumbai,Afghanistan,bat,248,233,4,5,50,ODI,6,9,1,0,South Africa
669,Oman,Afghanistan,Muscat,Afghanistan,bat,190,180,6,6,20,T20,8,4,2,2,Oman
670,Oman,New Zealand,Mumbai,Oman,bat,270,211,3,6,50,ODI,4,6,0,1,Oman
671,South Africa,New Zealand,Chennai,New Zealand,field,137,197,7,5,20,T20,6,8,2,1,New Zealand
672,India,Australia,London,Australia,field,300,239,7,4,50,ODI,4,5,1,2,India
673,England,India,Mumbai,England,bat,211,257,8,4,50,ODI,4,4,4,2,India
674,India,Australia,Muscat,India,field,143,172,6,4,20,T20,1,6,3,4,Australia
675,New Zealand,England,Muscat,New Zealand,bat,176,184,7,4,20,T20,2,3,4,5,England
676,South Africa,Australia,Muscat,Australia,field,338,326,7,7,50,ODI,5,4,1,1,South Africa
677,India,Afghanistan,London,India,field,263,241,10,9,50,ODI,5,4,2,0,India
678,Afghanistan,Oman,Sydney,Oman,field,245,347,10,7,50,ODI,6,10,3,3,Oman
679,Oman,New Zealand,Auckland,New Zealand,bat,340,312,7,4,50,ODI,10,6,2,3,Oman
680,South Africa,Australia,Mumbai,Australia,bat,152,200,7,8,20,T20,4,9,3,1,Australia
681,New Zealand,South Africa,Muscat,South Africa,field,197,161,7,8,20,T20,2,7,0,1,New Zealand
682,Afghanistan,South Africa,Chennai,Afghanistan,bat,125,132,7,10,20,T20,1,2,3,2,South Africa
683,Afghanistan,England,Mumbai,England,bat,136,164,3,7,20,T20,9,4,2,0,England
684,England,Afghanistan,Delhi,England,bat,250,212,10,4,50,ODI,8,9,2,2,England
685,England,South Africa,Mumbai,South Africa,bat,197,129,9,5,20,T20,7,3,3,5,England
686,Australia,England,Dubai,England,bat,339,334,8,4,50,ODI,9,9,2,0,Australia
687,Oman,South Africa,Mumbai,Oman,field,285,241,9,3,50,ODI,7,3,2,5,Oman
688,South Africa,Afghanistan,Muscat,South Africa,bat,150,179,7,3,20,T20,10,10,2,2,Afghanistan
689,South Africa,Australia,Muscat,South Africa,bat,302,253,4,9,50,ODI,8,4,3,5,South Africa
690,India,England,Chennai,England,bat,187,169,9,4,20,T20,7,7,4,1,India
691,Afghanistan,New Zealand,Cape Town,Afghanistan,field,193,169,6,6,20,T20,5,1,0,0,Afghanistan
692,England,South Africa,Cape Town,South Africa,field,240,223,5,4,50,ODI,8,3,0,1,England
693,New Zealand,Australia,Sydney,New Zealand,field,155,155,3,10,20,T20,2,1,3,3,Australia
694,England,Afghanistan,Dubai,England,field,255,345,7,9,50,ODI,3,3,1,3,Afghanistan
695,South Africa,Australia,Auckland,South Africa,field,261,262,9,4,50,ODI,1,10,0,3,Australia
696,New Zealand,South Africa,Mumbai,South Africa,field,159,182,7,5,20,T20,10,6,1,0,South Africa
697,England,India,Auckland,India,bat,140,131,5,9,20,T20,10,9,4,5,England
698,India,Oman,Chennai,India,field,187,123,7,5,20,T20,2,5,2,1,India
699,Oman,England,Delhi,England,field,345,218,8,3,50,ODI,8,6,5,1,Oman
700,Australia,South Africa,Cape Town,South Africa,bat,185,185,10,10,20,T20,5,4,2,4,South Africa
701,South Africa,England,Muscat,England,field,185,145,10,10,20,T20,10,8,3,1,South Africa
702,England,India,Muscat,India,field,212,335,5,8,50,ODI,1,2,3,0,India
703,South Africa,Afghanistan,Sydney,Afghanistan,field,127,153,6,9,20,T20,3,2,4,4,Afghanistan
704,New Zealand,Australia,Delhi,New Zealand,bat,152,162,8,9,20,T20,6,10,5,0,Australia
705,South Africa,Oman,Delhi,South Africa,field,175,131,9,5,20,T20,7,10,0,5,South Africa
706,India,England,London,England,bat,148,131,7,10,20,T20,7,2,4,1,India
707,Oman,England,Mumbai,England,bat,180,128,6,10,20,T20,1,6,4,1,Oman
708,South Africa,New Zealand,Mumbai,New Zealand,field,274,285,10,4,50,ODI,9,5,2,2,New Zealand
709,South Africa,New Zealand,Mumbai,South Africa,field,172,135,7,10,20,T20,2,5,1,1,South Africa
710,Australia,India,Muscat,Australia,field,195,180,8,3,20,T20,1,2,4,1,Australia
711,Afghanistan,New Zealand,Muscat,New Zealand,bat,122,176,9,5,20,T20,2,9,2,0,New Zealand
712,India,Australia,London,India,field,170,182,5,8,20,T20,7,10,4,3,Australia
713,Oman,India,Muscat,Oman,bat,162,197,10,10,20,T20,5,9,0,5,India
714,Oman,Afghanistan,Cape Town,Oman,bat,128,171,6,4,20,T20,5,10,1,2,Afghanistan
715,England,India,Auckland,England,field,170,175,6,3,20,T20,1,6,2,5,India
716,India,Oman,Mumbai,Oman,bat,225,224,6,8,50,ODI,3,1,1,0,India
717,Australia,South Africa,Sydney,Australia,field,245,256,10,7,50,ODI,2,8,4,5,South Africa
718,England,India,Dubai,India,field,225,306,4,7,50,ODI,4,2,0,0,India
719,South Africa,Australia,Cape Town,South Africa,field,345,296,9,5,50,ODI,3,10,2,4,South Africa
720,New Zealand,Afghanistan,Dubai,Afghanistan,bat,151,173,6,5,20,T20,4,6,1,4,Afghanistan
721,India,Afghanistan,Delhi,Afghanistan,bat,128,198,5,4,20,T20,8,7,2,5,Afghanistan
722,India,Oman,Dubai,Oman,bat,173,193,10,4,20,T20,10,1,0,2,Oman
723,Oman,Afghanistan,Dubai,Afghanistan,field,194,147,3,6,20,T20,6,9,5,0,Oman
724,England,Australia,London,Australia,bat,235,243,4,5,50,ODI,8,9,0,1,Australia
725,Oman,England,Chennai,Oman,field,191,149,6,10,20,T20,5,10,0,4,Oman
726,New Zealand,Afghanistan,Dubai,New Zealand,bat,122,175,6,4,20,T20,2,4,2,5,Afghanistan
727,Afghanistan,South Africa,Sydney,South Africa,bat,199,177,3,8,20,T20,5,10,4,5,Afghanistan
728,Afghanistan,Oman,London,Afghanistan,field,174,200,4,8,20,T20,10,4,5,2,Oman
729,England,Afghanistan,Sydney,Afghanistan,bat,266,306,6,6,50,ODI,8,5,2,1,Afghanistan
730,Afghanistan,South Africa,Mumbai,Afghanistan,bat,168,181,10,7,20,T20,1,5,5,3,South Africa
731,Oman,South Africa,Auckland,South Africa,field,178,145,6,4,20,T20,4,8,0,3,Oman
732,England,New Zealand,Delhi,New Zealand,field,180,146,9,7,20,T20,7,1,0,1,England
733,Afghanistan,England,Cape Town,Afghanistan,bat,256,252,10,6,50,ODI,1,10,5,4,Afghanistan
734,New Zealand,England,Muscat,England,field,131,189,5,7,20,T20,7,7,1,4,England
735,New Zealand,Australia,Chennai,New Zealand,bat,148,175,4,10,20,T20,4,2,1,5,Australia
736,England,South Africa,Mumbai,South Africa,field,345,266,7,5,50,ODI,3,3,3,4,England
737,India,South Africa,Auckland,South Africa,bat,344,249,7,4,50,ODI,8,5,3,3,India
738,Australia,Afghanistan,Chennai,Australia,field,136,168,9,5,20,T20,5,6,4,1,Afghanistan
739,Afghanistan,Oman,Cape Town,Afghanistan,field,155,144,5,9,20,T20,9,3,0,0,Afghanistan
740,England,Oman,London,England,bat,163,183,5,4,20,T20,5,10,3,5,Oman
741,Afghanistan,New Zealand,Dubai,New Zealand,field,309,212,6,7,50,ODI,8,5,3,1,Afghanistan
742,India,Australia,Muscat,Australia,field,120,122,6,4,20,T20,3,3,4,4,Australia
743,England,Australia,Auckland,England,field,210,253,6,4,50,ODI,5,4,3,5,Australia
744,Afghanistan,Australia,Cape Town,Australia,bat,234,290,8,9,50,ODI,3,8,4,0,Australia
745,New Zealand,Oman,Delhi,Oman,field,245,267,4,6,50,ODI,4,5,1,2,Oman
746,Oman,Australia,Auckland,Oman,field,123,197,7,10,20,T20,4,1,5,1,Australia
747,South Africa,India,Mumbai,South Africa,field,153,189,8,4,20,T20,10,1,5,5,India
748,New Zealand,South Africa,Delhi,New Zealand,field,339,274,10,6,50,ODI,3,5,4,0,New Zealand
749,New Zealand,Afghanistan,Delhi,New Zealand,bat,183,173,9,3,20,T20,10,7,4,4,New Zealand
750,Afghanistan,Oman,Delhi,Oman,field,199,125,9,3,20,T20,4,7,3,1,Afghanistan
751,Oman,South Africa,Sydney,South Africa,bat,205,224,10,3,50,ODI,7,10,1,1,South Africa
752,England,India,Delhi,India,bat,132,191,6,10,20,T20,3,6,2,0,India
753,Australia,New Zealand,London,New Zealand,field,248,329,4,8,50,ODI,4,1,3,3,New Zealand
754,New Zealand,India,Sydney,New Zealand,field,165,144,5,7,20,T20,7,5,4,2,New Zealand
755,New Zealand,England,Sydney,New Zealand,bat,346,296,9,3,50,ODI,7,9,2,5,New Zealand
756,Oman,Australia,Mumbai,Australia,field,283,252,8,3,50,ODI,4,1,3,3,Oman
757,Afghanistan,Australia,Mumbai,Afghanistan,field,172,181,8,6,20,T20,3,9,1,1,Australia
758,Oman,New Zealand,Mumbai,New Zealand,field,338,265,7,4,50,ODI,2,6,2,2,Oman
759,England,New Zealand,Mumbai,New Zealand,bat,130,151,7,5,20,T20,6,3,3,1,New Zealand
760,India,South Africa,Cape Town,South Africa,bat,314,227,9,10,50,ODI,3,4,4,2,India
761,Australia,New Zealand,Chennai,Australia,field,186,147,8,10,20,T20,2,5,0,2,Australia
762,India,Afghanistan,Delhi,India,bat,163,162,5,6,20,T20,5,7,2,4,India
763,South Africa,Oman,Mumbai,South Africa,field,246,341,4,10,50,ODI,8,5,3,3,Oman
764,England,South Africa,Delhi,England,bat,152,194,7,7,20,T20,6,9,5,4,South Africa
765,Afghanistan,India,Muscat,India,bat,133,195,5,7,20,T20,4,9,5,3,India
766,Oman,Afghanistan,Chennai,Oman,field,256,347,5,3,50,ODI,10,8,4,4,Afghanistan
767,Afghanistan,South Africa,Sydney,South Africa,field,132,126,4,4,20,T20,8,5,1,1,Afghanistan
768,Afghanistan,Australia,London,Afghanistan,field,238,212,9,6,50,ODI,1,7,4,0,Afghanistan
769,Oman,India,Delhi,Oman,bat,149,150,5,4,20,T20,2,3,4,2,India
770,New Zealand,Afghanistan,Cape Town,Afghanistan,bat,144,170,4,9,20,T20,5,6,5,1,Afghanistan
771,Oman,Australia,Auckland,Oman,bat,199,135,3,4,20,T20,2,7,0,3,Oman
772,India,Oman,Dubai,Oman,bat,200,121,6,9,20,T20,3,9,5,2,India
773,Oman,India,London,India,field,329,257,4,6,50,ODI,4,3,4,5,Oman
774,Australia,New Zealand,Dubai,Australia,field,170,162,6,3,20,T20,2,7,1,5,Australia
775,Afghanistan,South Africa,Auckland,South Africa,bat,140,196,9,6,20,T20,1,1,0,3,South Africa
776,Australia,India,Sydney,India,field,168,125,7,5,20,T20,6,6,2,3,Australia
777,Afghanistan,New Zealand,Delhi,Afghanistan,bat,279,212,8,4,50,ODI,5,5,2,3,Afghanistan
778,England,Oman,Sydney,Oman,field,135,145,7,7,20,T20,10,8,0,3,Oman
779,New Zealand,England,Auckland,New Zealand,bat,258,281,6,6,50,ODI,5,3,3,0,England
780,Oman,Afghanistan,Auckland,Oman,field,246,298,9,7,50,ODI,3,1,0,4,Afghanistan
781,Afghanistan,Oman,Auckland,Afghanistan,field,151,143,10,10,20,T20,5,7,5,2,Afghanistan
782,England,Australia,London,England,field,277,322,10,10,50,ODI,10,1,5,4,Australia
783,Afghanistan,Australia,Chennai,Afghanistan,field,204,229,9,9,50,ODI,4,10,5,2,Australia
784,New Zealand,Australia,Muscat,Australia,field,146,156,3,7,20,T20,9,1,4,2,Australia
785,Oman,England,Chennai,England,field,227,266,9,7,50,ODI,9,10,4,2,England
786,South Africa,Oman,Delhi,South Africa,bat,260,325,8,9,50,ODI,2,1,0,3,Oman
787,Oman,New Zealand,London,Oman,bat,289,271,6,3,50,ODI,3,5,5,4,Oman
788,Oman,India,Cape Town,Oman,bat,341,294,6,6,50,ODI,7,10,1,5,Oman
789,South Africa,Afghanistan,Sydney,South Africa,bat,316,221,4,10,50,ODI,3,2,5,3,South Africa
790,India,Afghanistan,Mumbai,India,field,144,185,7,5,20,T20,5,7,1,0,Afghanistan
791,England,Australia,Cape Town,Australia,field,124,171,10,8,20,T20,10,9,2,0,Australia
792,South Africa,Afghanistan,Chennai,South Africa,bat,299,252,4,7,50,ODI,3,4,5,4,South Africa
793,New Zealand,Australia,Chennai,New Zealand,field,144,198,7,6,20,T20,3,8,1,1,Australia
794,Oman,New Zealand,London,New Zealand,field,153,143,10,3,20,T20,3,6,5,3,Oman
795,India,New Zealand,Dubai,India,bat,220,270,3,3,50,ODI,7,10,1,3,New Zealand
796,Oman,England,Auckland,England,bat,150,182,10,5,20,T20,8,4,5,5,England
797,Australia,India,Auckland,India,field,174,192,8,7,20,T20,10,8,4,3,India
798,Afghanistan,Oman,Auckland,Oman,field,131,178,9,7,20,T20,3,5,4,5,Oman
799,Oman,South Africa,Dubai,Oman,field,184,123,3,4,20,T20,1,4,0,0,Oman
800,South Africa,Afghanistan,Auckland,South Africa,field,327,344,7,6,50,ODI,3,4,2,4,Afghanistan
